ID;Apraksts;Vietas tips;Balsu skaits;Atrašanās vieta;RDSD atbildes statuss
5788;"Viss slikti. Nepiemērots segums, vietām augstas apmales. Ir vietas, kurās no attāluma nevar redzēt, ka priek&scaron;ā trepes. Kas ir sevi&scaron;ķi bīstami! Krastmalai ir labs potenciāls velo joslas iekārto&scaron;anai, bet realitātē, brauk&scaron;anai tiek izmantota otra ielas puse, kurā &scaron;aurs gājēju ceļ&scaron;.";Segums (bedres, augstas apmales);7;56.936440329358796, 24.103433685377244;Nav
3539;"Apmaļu augstums, &scaron;aurība, strauj&scaron; pagrieziens pie luksoforiem pagriezienā uz t/c Sky&amp;More";Segums (bedres, augstas apmales);6;56.984907183755254, 24.1351979970932;Nav
589;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas pārejas platumā!";Segums (bedres, augstas apmales);6;56.94747874489702, 24.127644896507267;Nav
551;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);6;56.958419609896524, 24.14506852626801;Nav
539;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. (pa ietves turpinājumu asfalta daļā)";Segums (bedres, augstas apmales);6;56.95282963865447, 24.147729277610782;Nav
481;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Un jānomaina nelīdzenais bruģis pārejas vietā.";Segums (bedres, augstas apmales);6;56.97079588204161, 24.138336181640625;Nav
1112;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);6;56.960428986525606, 24.114453792572025;Nav
4676;"Uzbrauktuve no Mūkusalas ielas uz Akmens tilta. Brīnos, kā &scaron;o vietu neviens nav atzīmējis, jo to gandrīz katru minūti dienā &scaron;ķērso gan gājēji, gan velosipēdisti. Risinājums tik vienkār&scaron;s - gājēju pāreja pāris auto attālumā no tilta, lai visiem vienkār&scaron;āk. ";Cits;6;56.942820589396455, 24.097995758056644;Nav
3284;"&Scaron;aurs ceļ&scaron; un bedres";Segums (bedres, augstas apmales);6;56.9586627137354, 24.23418175275206;Nav
557;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);6;56.96390346075045, 24.135637879371643;Nav
2519;"Veloceļiem jābūt BEZ apmalēm! Vietās kur veloceļ&scaron; krustojas ar brauktuvi tam ar brauktuvi jābūt savienotam tikai ar asfaltu, bez apmalēm! Apmales salā iegrimst zemē un rada bedres efektu! Tādēļ lūdzu izņemt apmales un vienkār&scaron;i noasfaltēt savienojuma vietu.";Segums (bedres, augstas apmales);6;56.97743853643959, 24.180929660797123;Nav
977;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);6;56.96383619706894, 24.118611216545105;Nav
1068;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);6;56.95741049343009, 24.113257527351383;Nav
3538;Apmales augstums;Segums (bedres, augstas apmales);6;56.98407123741826, 24.13583099842072;Nav
2525;"Veloceļiem jābūt BEZ apmalēm! Vietās kur veloceļ&scaron; krustojas ar brauktuvi tam ar brauktuvi jābūt savienotam tikai ar asfaltu, bez apmalēm! Apmales salā iegrimst zemē un rada bedres efektu! Tādēļ lūdzu izņemt apmales un vienkār&scaron;i noasfaltēt savienojuma vietu.";Segums (bedres, augstas apmales);6;56.98079157437493, 24.19189453125;Nav
582;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);6;56.955667143797136, 24.145857095718387;Nav
595;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas pārejas platumā!";Segums (bedres, augstas apmales);6;56.94710424134504, 24.14279401302338;Nav
540;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);6;56.95325089018488, 24.14702117443085;Nav
4323;Ietves vidū atrodas elektrības kaste, ceļu zīmes un apgaismojuma stabs;Cits;6;56.94604507812343, 24.133851528167728;Nav
598;"Barjeras uz jau tā &scaron;aurās ietves to sa&scaron;aurina tā, ka pa ietvi ir ļoti neērti pārvietoties. Blakus izbraukātas/izstaigātas vairākas taciņas";Šaurība, nepārredzamība;6;56.94904986333417, 24.145460128784183;Nav
538;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);6;56.951703352503074, 24.15003597736359;Nav
487;"Ietvei iztrūkst 10 metrus gar&scaron; posms, kur ir kaut kāda vecā iebrauktuve ar augstu apmali. ";Segums (bedres, augstas apmales);6;56.979622284184494, 24.143180251121525;Nav
3282;Apmales augstas pa malām ;Segums (bedres, augstas apmales);6;56.96550654960166, 24.23345334196869;Nav
3153;"Ietuves pa&scaron;ā vidū tiek glabāti metallūžņi, kas traucē gājēju kustībai.";Šaurība, nepārredzamība;6;56.95668215761193, 24.125601053237915;Nav
3916;"Ļoti augstas apmales. Var nejau&scaron;i nokrist uz ceļa.";Segums (bedres, augstas apmales);6;56.96554407207586, 24.19267237186432;Nav
588;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas pārejas platumā!";Segums (bedres, augstas apmales);6;56.94782691279367, 24.12635207176209;Nav
1588;Jānolīdzina apmale ;Segums (bedres, augstas apmales);6;56.92054531392328, 24.17198713403195;Nav
2939;"Lāčplē&scaron;a un Satekes krustojums grūti izbraucams braucot pa Lāčplē&scaron;a ielu virzienā uz Čaka. Ja brauc pa brauktuvi, tad braucot taisni jāizbrauc starp 1. un 2. joslu, jo labā josla tikai pa labi. Ja brauc pa ietvi, tad jā&scaron;ķērso 3 gājēju pārejas,  jo trūkst viena pāreja.";Cits;6;56.947139351212854, 24.133883714675903;Nav
993;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);6;56.95701561433136, 24.097148180007935;Nav
986;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);6;56.96205512758816, 24.098559021949768;Nav
3526;Būtu jauki, ja tiktu novāktas bezjēdzīgās barjeras;Šaurība, nepārredzamība;6;56.94718323850112, 24.128503203392032;Nav
466;"Nepiecie&scaron;ams nolīdzināt ietves apmali atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties invalīdi ratiņkrēslos un velosipēdisti nevar pārsist riepu.
";Segums (bedres, augstas apmales);6;56.9502727737586, 24.147976040840152;Nav
4863;Mārtiņa iela pie Latvijas bankas iebrauktuves;Segums (bedres, augstas apmales);6;56.94847642740604, 24.074070453643802;Nav
1194;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);6;56.94443286861535, 24.205901026725773;Nav
4779;Nav gājēju pāreju apzīmējumi, autobraucēji neievēro, ka cilvēki iet/brauc pāri brauktuvei pie sava zaļā signāla;Cits;6;56.92717783096157, 24.062077039852742;Nav
3922;"Apmales &scaron;auras, augstas, &scaron;ķības.
";Segums (bedres, augstas apmales);6;56.96564642511205, 24.16939079761505;Nav
3283;Bedres;Segums (bedres, augstas apmales);6;56.961675205640674, 24.231935439909407;Nav
578;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);6;56.956003534723315, 24.152138829231266;Nav
4490;Nav atjaunots ietves segums no 1980.gadiem. Ar ratiem un riteni murgs braukt!;Segums (bedres, augstas apmales);6;56.92754804069491, 24.033636655658484;Nav
2353;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);6;56.95385935621315, 24.199023842811588;Nav
3550;"Augstas apmales, &scaron;aurs, strauj&scaron; pagrieziens uz Ganību dambi";Segums (bedres, augstas apmales);6;56.96778992551915, 24.105672240257267;Nav
3536;Apmales augstums;Segums (bedres, augstas apmales);6;57.00063175256284, 24.131142497062687;Nav
2037;"Absolūti neloģiskās apmales apgrūtina krustojuma &scaron;ķērso&scaron;anu.";Segums (bedres, augstas apmales);6;56.93166835570464, 24.099170775152743;Nav
1113;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);6;56.96144387065659, 24.128015041351322;Nav
2355;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);6;56.95392663790449, 24.199630022048954;Nav
3396;Ietve stipri bojāta ar tuvāko koku saknēm;Segums (bedres, augstas apmales);6;56.95128208348378, 24.219993352890015;Nav
581;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);6;56.95663535643013, 24.155089259147644;Nav
957;"Artilērijas un Asara ielas krustojumā nepiecie&scaron;ams nolīdzināt apmales, novākt ceļazīmi un novākt žogu, kas bloķē ietuvi gājējiem un velosipēdistiem.";Cits;6;56.95430107292447, 24.148271083831787;Nav
2512;"Veloceļiem jābūt BEZ apmalēm! Vietās kur veloceļ&scaron; krustojas ar brauktuvi tam ar brauktuvi jābūt savienotam tikai ar asfaltu, bez apmalēm! Apmales salā iegrimst zemē un rada bedres efektu! Tādēļ lūdzu izņemt apmales un vienkār&scaron;i noasfaltēt savienojuma vietu.";Segums (bedres, augstas apmales);6;56.97340689059897, 24.167829751968384;Nav
1184;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties invalīdi ratiņkrēslos.";Segums (bedres, augstas apmales);6;56.9680326333449, 24.13707554340363;Nav
1193;Lejupes, tāpat kā Meistaru iela nav nekādu vertikāli, horizontāli zīmju par velo/gajeju ceļu un tā kā vēl ir iela uz teritoriju un liels kritums tad visiem satiksmes dalībniekiem ļoti nepārskatāmu.;Cits;6;56.91018214474415, 24.147080562560504;Nav
527;"Ļoti īsā posmā ietves asfalta segums pārtrūkst un ir nelīdzens bruģakmens, kas ir &scaron;ķērslis invalīdiem ratiņkrēslos un nekomfortabli velosipēdistiem. Lūdzu noasfaltēt, bruģi saglabājot vēsturiskākām ielām... ";Segums (bedres, augstas apmales);6;56.96483636624653, 24.149107933044437;Nav
3543;Apmaļu augstums;Segums (bedres, augstas apmales);6;56.991173260652005, 24.12220001220703;Nav
2440;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);6;56.945822708542636, 24.21818017959595;Nav
1110;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);6;56.955757823389185, 24.102239012718204;Nav
3291;Vispār augsta apmale;Segums (bedres, augstas apmales);6;56.959377589944474, 24.2306348111233;Nav
565;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);6;56.9619410660509, 24.14723575115204;Nav
1580;Stabs uz uzbrauktuves;Šaurība, nepārredzamība;5;56.915786626502815, 24.17523301031906;Nav
1108;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);5;56.96199955919055, 24.10007178783417;Nav
529;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Kā arī jāizveido ietve, kura pārtrūkst gar dīzeļu centru.";Segums (bedres, augstas apmales);5;56.94790883417918, 24.14793312549591;Nav
2065;"Nepiecie&scaron;ams demontēt bezjēdzīgās barjeras uz veloceļa Kūrmājas prospektā pie Uliha ielas. Barjeras velobraucēji apbrauc pa gājēju ietvi.";Cits;5;56.510215347175105, 20.999277234077457;Nav
4480;"Vandzenes iela, pie Spices gājēju pārejas, norobežojo&scaron;ie stabi ir salikti tā, ka nevar apmainīties divi cilvēki uz ietves";Šaurība, nepārredzamība;5;56.931241657889004, 24.034537458792332;Nav
2229;Lēdmanes ielas (posmā no Ropažu ielas līdz Bērzpils ielai) abās ielas pusēs ietvju un izbraucamo ceļiņu krustojumos ir ļoti augstas apmales, kā arī ietves segums Rīgas Tehniskās koledžas pusē ir ļoti bedrains.;Segums (bedres, augstas apmales);5;56.97758178486148, 24.171338081359867;Nav
2891;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);5;56.96561718141611, 24.071431159973148;Nav
2890;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);5;56.96488023270111, 24.07061576843262;Nav
1216;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);5;56.932466398665454, 24.195145368576053;Nav
3537;Patversmes ielas visa kreisā puse virzienā uz centru - vairākas augstas apmales;Segums (bedres, augstas apmales);5;56.99305521582194, 24.12957608699799;Nav
1549;Jānolīdzina apmales;Segums (bedres, augstas apmales);5;56.91431752710719, 24.178344713291153;Nav
5917;Ietve atduras pret ifrastruktūras objektu. Gājēji un velosipēdisti spiesti pārvietoties pa braucamo daļu, lai turpinātu ceļu. ;Šaurība, nepārredzamība;5;56.94375402270408, 24.096767305672987;Nav
1535;Jānolīdzina apmales;Segums (bedres, augstas apmales);5;56.9142341163397, 24.178805896081034;Nav
4486;Viss krustojums ar stabiem, ne cilvēkiem ērti, kur nu vēl riteņbraucējiem! Pārveidot luksaforus ar stieni smiltīs un liekto dizainu pāri ietvei!;Šaurība, nepārredzamība;5;56.933118456081296, 24.031079609412703;Nav
965;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);5;56.958647754180085, 24.135122895240787;Nav
5370;Augsta, gājējiem nepatīkama apmale attēlā redzamajā vietā pie iebrauktuves. Iebrauktuves otrajā pusē viss kārtībā.;Segums (bedres, augstas apmales);5;56.928596740595175, 24.083420634269718;Nav
981;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);5;56.96263420385302, 24.11161601543427;Nav
2893;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);5;56.96727818696999, 24.07175302505493;Nav
1233;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);5;56.93894322603478, 24.194812774658207;Nav
984;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);5;56.962458727147336, 24.100248813629154;Nav
206;Ļoti bīstams pagrieziens kur tāpat kā citur gar bauskas ielas velocelinhu nav iezīmētas gājēju/velo celiņi un braucēji kas nespēj atpazīt krustojumu  agrsivi liela ātruma brauc pagriezienā uz teritoriju.;Strauji pagriezieni;5;56.91118342592563, 24.14923786224967;Nav
1120;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);5;56.97511140326062, 24.143389463424683;Nav
2892;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);5;56.96704132274745, 24.071951508522037;Nav
549;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);5;56.957375393235175, 24.14701581001282;Nav
3626;Augsta apmale;Segums (bedres, augstas apmales);5;56.97155902889216, 24.17225539684296;Nav
971;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);5;56.9574660686711, 24.129227399826053;Nav
967;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);5;56.949190295278164, 24.14526164531708;Nav
546;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);5;56.955389253350724, 24.150583148002628;Nav
537;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);5;56.95151612241559, 24.150282740592957;Nav
1199;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);5;56.9316585455629, 24.200815558433536;Nav
1566;Jānolīdzina apmale;Segums (bedres, augstas apmales);5;56.91460608740309, 24.177390899858445;Nav
159;"Brīvības ielas veloceliņ&scaron;. Pie iebrauktuves veikalā augsta apmale. Apmēram kādi 6-7 cm. Atkārtoju, tas ir uz veloceļa.";Segums (bedres, augstas apmales);5;56.53592626418971, 21.060715913772587;Nav
3293;Trūkst gājēju un velo savienojuma ar jaunizbuveto ceļu ;Cits;5;56.949488941219286, 24.228712069327912;Nav
585;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas pārejas platumā!";Segums (bedres, augstas apmales);5;56.95899289287745, 24.138985276222233;Nav
2889;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);5;56.96478957530471, 24.070996642112735;Nav
2356;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);5;56.950843256526255, 24.198127985000614;Nav
1234;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);5;56.942867407924595, 24.195215106010437;Nav
547;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);5;56.95630482141024, 24.14901673793793;Nav
1202;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);5;56.93141560080975, 24.20812726020813;Nav
579;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);5;56.95624339422512, 24.152643084526062;Nav
1555;Jānolīdzina apmales ;Segums (bedres, augstas apmales);5;56.91445820299663, 24.177923319984988;Nav
1230;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);5;56.937541423387266, 24.194834232330326;Nav
3294;"Trūkst savienojuma ar eso&scaron;o ceļu, lai cilvēki var normāli tikt uz vietējo apkaimi";Cits;5;56.94938496606842, 24.229734600541057;Nav
3624;Ļoti augstas apmales;Segums (bedres, augstas apmales);5;56.9714479203615, 24.172813296318058;Nav
3565;Kko ar apmalēm vajag izdarīt, lai nav jābrauc pa braucamo daļu!;Segums (bedres, augstas apmales);5;56.97027541276988, 24.151693582534794;Nav
3622;VIspār nav domātas nobrauktuves;Segums (bedres, augstas apmales);4;56.971386518136555, 24.175506234169006;Nav
5166;Tunelis pretī tirdzniecības centram Jugla;Šaurība, nepārredzamība;4;56.98992818450849, 24.24462372208002;Nav
1211;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);4;56.9380418642001, 24.227734208106998;Nav
3298;"Pēc pieturas ietve pēk&scaron;ņi beidzas un nav izbūvēta līdz nākamajai ielai... Būtu ļoti noderīga ņemot vērā jauna rajona izbūvi. ";Cits;4;56.93899432014979, 24.2302658464247;Nav
